,Date,Stock Indicator Present,DOW JONES UTILITY AVERAGE,S&P 500,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE
362,2018-04-01,0,692.63,2640.87,8092.53,24103.11,10396.56
363,2018-04-02,1,686.98,2581.88,7949.36,23644.19,10190.57
364,2018-04-03,1,689.01,2614.45,8072.44,24033.36,10394.25
365,2018-04-04,1,690.65,2644.69,8118.49,24264.3,10388.03
366,2018-04-05,1,696.43,2662.84,8189.09,24505.22,10453.66
367,2018-04-06,1,691.59,2604.47,8003.24,23932.76,10146.37
368,2018-04-07,0,691.59,2604.47,8003.24,23932.76,10146.37
369,2018-04-08,0,691.59,2604.47,8003.24,23932.76,10146.37
370,2018-04-09,1,692.29,2613.16,8007.48,23979.1,10119.36
371,2018-04-10,1,687.79,2656.87,8106.61,24408.0,10228.42
372,2018-04-11,1,686.68,2642.19,8054.73,24189.45,10192.82
373,2018-04-12,1,678.16,2663.99,8133.74,24483.05,10360.41
374,2018-04-13,1,682.78,2656.3,8119.73,24360.14,10369.49
375,2018-04-14,0,682.78,2656.3,8119.73,24360.14,10369.49
376,2018-04-15,0,682.78,2656.3,8119.73,24360.14,10369.49
377,2018-04-16,1,692.36,2677.84,8229.53,24573.04,10610.18
378,2018-04-17,1,700.24,2706.39,8280.21,24786.63,10592.56
379,2018-04-18,1,697.82,2708.64,8307.45,24748.07,10770.15
380,2018-04-19,1,697.1,2693.13,8268.69,24664.89,10671.81
381,2018-04-20,1,691.14,2670.14,8199.37,24462.94,10578.9
382,2018-04-21,0,691.14,2670.14,8199.37,24462.94,10578.9
383,2018-04-22,0,691.14,2670.14,8199.37,24462.94,10578.9
384,2018-04-23,1,691.34,2670.29,8206.17,24448.69,10621.15
385,2018-04-24,1,695.41,2634.56,8082.7,24024.13,10400.1
386,2018-04-25,1,694.93,2639.4,8117.01,24083.83,10508.13
387,2018-04-26,1,702.3,2666.94,8154.93,24322.34,10413.88
388,2018-04-27,1,708.68,2669.91,8193.09,24311.19,10549.4
389,2018-04-28,0,708.68,2669.91,8193.09,24311.19,10549.4
390,2018-04-29,0,708.68,2669.91,8193.09,24311.19,10549.4
391,2018-04-30,1,707.01,2648.05,8134.21,24163.15,10423.57
392,2018-05-01,1,705.23,2654.8,8111.14,24099.05,10388.39
393,2018-05-02,1,703.59,2635.67,8052.36,23924.98,10285.91
394,2018-05-03,1,700.94,2629.73,8042.09,23930.15,10254.64
395,2018-05-04,1,704.38,2663.42,8137.33,24262.51,10370.23
396,2018-05-05,0,704.38,2663.42,8137.33,24262.51,10370.23
397,2018-05-06,0,704.38,2663.42,8137.33,24262.51,10370.23
398,2018-05-07,1,700.34,2672.63,8147.02,24357.32,10361.75
399,2018-05-08,1,683.77,2671.92,8137.95,24360.21,10445.21
400,2018-05-09,1,678.62,2697.79,8178.2,24542.54,10507.88
401,2018-05-10,1,687.88,2723.07,8253.22,24739.53,10605.79
402,2018-05-11,1,689.49,2727.72,8297.16,24831.17,10713.57
403,2018-05-12,0,689.49,2727.72,8297.16,24831.17,10713.57
404,2018-05-13,0,689.49,2727.72,8297.16,24831.17,10713.57
405,2018-05-14,1,686.59,2730.13,8294.47,24899.41,10663.16
406,2018-05-15,1,680.17,2711.45,8236.0,24706.41,10615.67
407,2018-05-16,1,674.05,2722.46,8256.76,24768.93,10702.54
408,2018-05-17,1,668.56,2720.13,8245.74,24713.98,10742.96
409,2018-05-18,1,667.79,2712.97,8241.92,24715.09,10730.46
410,2018-05-19,0,667.79,2712.97,8241.92,24715.09,10730.46
411,2018-05-20,0,667.79,2712.97,8241.92,24715.09,10730.46
412,2018-05-21,1,672.86,2733.01,8337.96,25013.29,10867.32
413,2018-05-22,1,674.72,2724.44,8279.07,24834.41,10741.62
414,2018-05-23,1,680.68,2733.29,8296.11,24886.81,10727.35
415,2018-05-24,1,685.62,2727.76,8317.28,24811.76,10852.75
416,2018-05-25,1,689.67,2721.33,8323.08,24753.09,10900.06
417,2018-05-26,0,689.67,2721.33,8323.08,24753.09,10900.06
418,2018-05-27,0,689.67,2721.33,8323.08,24753.09,10900.06
419,2018-05-28,0,689.67,2721.33,8323.08,24753.09,10900.06
420,2018-05-29,1,690.07,2689.86,8216.47,24361.45,10755.33
421,2018-05-30,1,694.67,2724.01,8319.06,24667.78,10918.72
422,2018-05-31,1,695.21,2705.27,8234.53,24415.84,10750.33
423,2018-06-01,1,684.74,2734.62,8290.68,24635.21,10893.97
424,2018-06-02,0,684.74,2734.62,8290.68,24635.21,10893.97
425,2018-06-03,0,684.74,2734.62,8290.68,24635.21,10893.97
426,2018-06-04,1,679.45,2746.87,8298.82,24813.69,10814.04
427,2018-06-05,1,674.46,2748.8,8278.17,24799.98,10769.97
428,2018-06-06,1,660.54,2772.35,8336.79,25146.39,10838.98
429,2018-06-07,1,664.09,2770.37,8361.96,25241.41,10842.82
430,2018-06-08,1,663.96,2779.03,8397.13,25316.53,10938.47
431,2018-06-09,0,663.96,2779.03,8397.13,25316.53,10938.47
432,2018-06-10,0,663.96,2779.03,8397.13,25316.53,10938.47
433,2018-06-11,1,656.93,2782.0,8411.81,25322.31,11054.73
434,2018-06-12,1,665.65,2786.85,8433.63,25320.73,11088.93
435,2018-06-13,1,664.6,2775.63,8390.05,25201.2,11003.15
436,2018-06-14,1,673.3,2782.49,8401.05,25175.31,11009.49
437,2018-06-15,1,678.31,2779.66,8407.16,25090.48,11073.99
438,2018-06-16,0,678.31,2779.66,8407.16,25090.48,11073.99
439,2018-06-17,0,678.31,2779.66,8407.16,25090.48,11073.99
440,2018-06-18,1,680.56,2773.75,8385.76,24987.47,11049.85
441,2018-06-19,1,687.96,2762.59,8301.96,24700.21,10863.3
442,2018-06-20,1,688.38,2767.32,8296.57,24657.8,10872.93
443,2018-06-21,1,690.62,2749.76,8252.38,24461.7,10826.84
444,2018-06-22,1,696.6,2754.88,8273.77,24580.89,10773.2
445,2018-06-23,0,696.6,2754.88,8273.77,24580.89,10773.2
446,2018-06-24,0,696.6,2754.88,8273.77,24580.89,10773.2
447,2018-06-25,1,707.87,2717.07,8174.29,24252.8,10521.23
448,2018-06-26,1,707.94,2723.06,8170.29,24283.11,10474.96
449,2018-06-27,1,712.51,2699.63,8114.68,24117.59,10331.58
450,2018-06-28,1,712.1,2716.31,8127.96,24216.05,10307.56
451,2018-06-29,1,711.64,2718.37,8146.05,24271.41,10344.99
452,2018-06-30,0,711.64,2718.37,8146.05,24271.41,10344.99
453,2018-07-01,0,711.64,2718.37,8146.05,24271.41,10344.99
454,2018-07-02,1,717.64,2726.71,8185.36,24307.18,10448.2
455,2018-07-03,1,719.44,2713.22,8145.07,24174.82,10367.18
456,2018-07-04,0,719.44,2713.22,8145.07,24174.82,10367.18
457,2018-07-05,1,723.53,2736.61,8200.14,24356.74,10426.62
458,2018-07-06,1,729.37,2759.82,8239.5,24456.48,10473.93
459,2018-07-07,0,729.37,2759.82,8239.5,24456.48,10473.93
460,2018-07-08,0,729.37,2759.82,8239.5,24456.48,10473.93
461,2018-07-09,1,706.93,2784.17,8310.64,24776.59,10687.66
462,2018-07-10,1,713.75,2793.84,8342.81,24919.66,10655.23
463,2018-07-11,1,720.56,2774.02,8265.48,24700.45,10442.47
464,2018-07-12,1,720.88,2798.29,8319.66,24924.89,10488.62
465,2018-07-13,1,721.87,2801.31,8352.21,25019.41,10546.41
466,2018-07-14,0,721.87,2801.31,8352.21,25019.41,10546.41
467,2018-07-15,0,721.87,2801.31,8352.21,25019.41,10546.41
468,2018-07-16,1,721.05,2798.43,8335.6,25064.36,10435.52
469,2018-07-17,1,720.82,2809.55,8352.0,25119.89,10463.13
470,2018-07-18,1,717.6,2815.62,8413.79,25199.29,10702.23
471,2018-07-19,1,723.96,2804.49,8408.0,25064.5,10747.65
472,2018-07-20,1,718.2,2801.83,8395.83,25058.12,10741.5
473,2018-07-21,0,718.2,2801.83,8395.83,25058.12,10741.5
474,2018-07-22,0,718.2,2801.83,8395.83,25058.12,10741.5
475,2018-07-23,1,713.8,2806.98,8401.41,25044.29,10813.55
476,2018-07-24,1,716.61,2820.4,8408.85,25241.94,10648.59
477,2018-07-25,1,717.07,2846.07,8496.04,25414.1,10893.29
478,2018-07-26,1,725.38,2837.44,8551.69,25527.07,10984.86
479,2018-07-27,1,721.6,2818.82,8524.61,25451.06,10957.18
480,2018-07-28,0,721.6,2818.82,8524.61,25451.06,10957.18
481,2018-07-29,0,721.6,2818.82,8524.61,25451.06,10957.18
482,2018-07-30,1,717.02,2802.6,8483.8,25306.83,10933.53
483,2018-07-31,1,724.24,2816.29,8547.97,25415.19,11077.1
484,2018-08-01,1,717.8,2813.36,8501.06,25333.82,10983.03
485,2018-08-02,1,721.94,2827.22,8522.09,25326.16,11055.21
486,2018-08-03,1,728.81,2840.35,8569.12,25462.58,11096.97
487,2018-08-04,0,728.81,2840.35,8569.12,25462.58,11096.97
488,2018-08-05,0,728.81,2840.35,8569.12,25462.58,11096.97
489,2018-08-06,1,730.17,2850.4,8593.02,25502.18,11161.35
490,2018-08-07,1,727.85,2858.45,8625.97,25628.91,11217.56
491,2018-08-08,1,724.89,2857.7,8603.02,25583.75,11174.92
492,2018-08-09,1,727.45,2853.58,8585.47,25509.23,11141.11
493,2018-08-10,1,723.51,2833.28,8529.83,25313.14,11090.63
494,2018-08-11,0,723.51,2833.28,8529.83,25313.14,11090.63
495,2018-08-12,0,723.51,2833.28,8529.83,25313.14,11090.63
496,2018-08-13,1,724.47,2821.93,8491.92,25187.7,11020.83
497,2018-08-14,1,725.68,2839.96,8536.02,25299.92,11114.35
498,2018-08-15,1,732.32,2818.37,8520.47,25162.41,11115.02
499,2018-08-16,1,741.02,2840.69,8628.38,25558.73,11190.43
500,2018-08-17,1,743.96,2850.13,8662.89,25669.32,11227.8
501,2018-08-18,0,743.96,2850.13,8662.89,25669.32,11227.8
502,2018-08-19,0,743.96,2850.13,8662.89,25669.32,11227.8
503,2018-08-20,1,740.03,2857.05,8702.74,25758.69,11361.86
504,2018-08-21,1,734.72,2862.96,8722.38,25822.29,11436.36
505,2018-08-22,1,729.14,2861.82,8671.12,25733.6,11322.24
506,2018-08-23,1,728.77,2856.98,8642.22,25656.98,11260.36
507,2018-08-24,1,731.08,2874.69,8677.35,25790.35,11284.99
508,2018-08-25,0,731.08,2874.69,8677.35,25790.35,11284.99
509,2018-08-26,0,731.08,2874.69,8677.35,25790.35,11284.99
510,2018-08-27,1,727.21,2896.74,8748.99,26049.64,11412.77
511,2018-08-28,1,725.71,2897.52,8744.47,26064.02,11390.58
512,2018-08-29,1,729.97,2914.04,8764.51,26124.57,11395.94
513,2018-08-30,1,729.79,2901.13,8718.8,25986.92,11309.8
514,2018-08-31,1,726.41,2901.52,8707.55,25964.82,11303.76
515,2018-09-01,0,726.41,2901.52,8707.55,25964.82,11303.76
516,2018-09-02,0,726.41,2901.52,8707.55,25964.82,11303.76
517,2018-09-03,0,726.41,2901.52,8707.55,25964.82,11303.76
518,2018-09-04,1,730.9,2896.72,8716.05,25952.48,11319.49
519,2018-09-05,1,739.62,2888.6,8749.51,25974.99,11386.73
520,2018-09-06,1,741.9,2878.05,8753.17,25995.87,11367.29
521,2018-09-07,1,733.6,2871.68,8719.62,25916.54,11347.54
522,2018-09-08,0,733.6,2871.68,8719.62,25916.54,11347.54
523,2018-09-09,0,733.6,2871.68,8719.62,25916.54,11347.54
524,2018-09-10,1,737.53,2877.13,8759.3,25857.07,11554.08
525,2018-09-11,1,735.63,2887.89,8774.09,25971.06,11534.57
526,2018-09-12,1,735.1,2888.92,8773.73,25998.92,11512.02
527,2018-09-13,1,741.96,2904.18,8803.01,26145.99,11462.27
528,2018-09-14,1,736.88,2904.98,8819.73,26154.67,11570.84
529,2018-09-15,0,736.88,2904.98,8819.73,26154.67,11570.84
530,2018-09-16,0,736.88,2904.98,8819.73,26154.67,11570.84
531,2018-09-17,1,739.5,2888.8,8784.01,26062.12,11468.73
532,2018-09-18,1,738.39,2904.31,8828.1,26246.96,11514.94
533,2018-09-19,1,723.03,2907.95,8833.13,26405.76,11513.66
534,2018-09-20,1,724.76,2930.75,8885.68,26656.98,11517.38
535,2018-09-21,1,727.16,2929.67,8909.81,26743.5,11532.56
536,2018-09-22,0,727.16,2929.67,8909.81,26743.5,11532.56
537,2018-09-23,0,727.16,2929.67,8909.81,26743.5,11532.56
538,2018-09-24,1,720.52,2919.37,8828.31,26562.05,11370.21
539,2018-09-25,1,711.83,2915.56,8787.45,26492.21,11311.14
540,2018-09-26,1,704.04,2905.97,8767.41,26385.28,11374.66
541,2018-09-27,1,710.25,2914.0,8790.47,26439.93,11384.24
542,2018-09-28,1,720.6,2913.98,8810.24,26458.31,11379.36
543,2018-09-29,0,720.6,2913.98,8810.24,26458.31,11379.36
544,2018-09-30,0,720.6,2913.98,8810.24,26458.31,11379.36
545,2018-10-01,1,717.84,2924.59,8849.79,26651.21,11409.96
546,2018-10-02,1,727.36,2923.43,8861.65,26773.94,11281.08
547,2018-10-03,1,719.17,2925.51,8871.98,26828.39,11342.96
548,2018-10-04,1,722.56,2901.61,8828.42,26627.48,11296.2
549,2018-10-05,1,733.73,2885.57,8792.59,26447.05,11206.77
550,2018-10-06,0,733.73,2885.57,8792.59,26447.05,11206.77
551,2018-10-07,0,733.73,2885.57,8792.59,26447.05,11206.77
552,2018-10-08,1,739.56,2884.43,8809.41,26486.78,11203.9
553,2018-10-09,1,742.98,2880.34,8759.21,26430.57,10996.08
554,2018-10-10,1,739.54,2785.68,8495.34,25598.74,10550.92
555,2018-10-11,1,723.37,2728.37,8328.92,25052.83,10397.23
556,2018-10-12,1,723.61,2767.13,8405.11,25339.99,10489.29
557,2018-10-13,0,723.61,2767.13,8405.11,25339.99,10489.29
558,2018-10-14,0,723.61,2767.13,8405.11,25339.99,10489.29
559,2018-10-15,1,726.35,2750.79,8406.28,25250.55,10553.97
560,2018-10-16,1,734.97,2809.92,8568.52,25798.42,10744.85
561,2018-10-17,1,733.53,2809.21,8535.07,25706.68,10683.82
562,2018-10-18,1,734.83,2768.78,8413.1,25379.45,10404.24
563,2018-10-19,1,746.3,2767.78,8452.3,25444.34,10438.81
564,2018-10-20,0,746.3,2767.78,8452.3,25444.34,10438.81
565,2018-10-21,0,746.3,2767.78,8452.3,25444.34,10438.81
566,2018-10-22,1,742.02,2755.88,8419.82,25317.41,10435.76
567,2018-10-23,1,737.04,2740.69,8344.0,25191.43,10237.02
568,2018-10-24,1,753.65,2656.1,8181.6,24583.42,9905.13
569,2018-10-25,1,742.37,2705.57,8281.23,24984.55,10091.81
570,2018-10-26,1,729.72,2658.69,8175.23,24688.31,9965.67
571,2018-10-27,0,729.72,2658.69,8175.23,24688.31,9965.67
572,2018-10-28,0,729.72,2658.69,8175.23,24688.31,9965.67
573,2018-10-29,1,740.24,2641.25,8129.97,24442.92,9896.11
574,2018-10-30,1,742.58,2682.63,8278.31,24874.64,10175.57
575,2018-10-31,1,733.84,2711.74,8314.03,25115.76,10191.18
576,2018-11-01,1,729.11,2740.37,8396.08,25380.74,10368.52
577,2018-11-02,1,724.85,2723.06,8367.13,25270.83,10366.32
578,2018-11-03,0,724.85,2723.06,8367.13,25270.83,10366.32
579,2018-11-04,0,724.85,2723.06,8367.13,25270.83,10366.32
580,2018-11-05,1,734.8,2738.31,8419.85,25461.7,10361.81
581,2018-11-06,1,740.15,2755.45,8486.78,25635.01,10474.11
582,2018-11-07,1,747.1,2813.89,8656.47,26180.3,10714.49
583,2018-11-08,1,743.73,2806.83,8641.32,26191.22,10660.66
584,2018-11-09,1,738.23,2781.01,8561.83,25989.3,10517.21
585,2018-11-10,0,738.23,2781.01,8561.83,25989.3,10517.21
586,2018-11-11,0,738.23,2781.01,8561.83,25989.3,10517.21
587,2018-11-12,1,733.04,2726.22,8403.44,25387.18,10366.51
588,2018-11-13,1,735.25,2722.18,8402.01,25286.49,10433.45
589,2018-11-14,1,724.57,2701.58,8349.16,25080.5,10456.61
590,2018-11-15,1,715.02,2730.2,8408.19,25289.27,10615.3
591,2018-11-16,1,729.43,2736.27,8449.46,25413.22,10583.6
592,2018-11-17,0,729.43,2736.27,8449.46,25413.22,10583.6
593,2018-11-18,0,729.43,2736.27,8449.46,25413.22,10583.6
594,2018-11-19,1,732.29,2690.73,8366.6,25017.44,10534.46
595,2018-11-20,1,727.65,2641.89,8181.95,24465.64,10212.94
596,2018-11-21,1,718.69,2649.93,8199.85,24464.69,10365.53
597,2018-11-22,0,718.69,2649.93,8199.85,24464.69,10365.53
598,2018-11-23,1,719.63,2632.56,8167.4,24285.95,10369.01
599,2018-11-24,0,719.63,2632.56,8167.4,24285.95,10369.01
600,2018-11-25,0,719.63,2632.56,8167.4,24285.95,10369.01
601,2018-11-26,1,723.84,2673.45,8266.61,24640.24,10476.55
602,2018-11-27,1,730.49,2682.17,8305.13,24748.73,10505.81
603,2018-11-28,1,730.09,2743.79,8481.05,25366.43,10766.61
604,2018-11-29,1,729.08,2737.76,8455.23,25338.84,10679.8
605,2018-11-30,1,741.92,2760.17,8545.83,25538.46,10820.2
606,2018-12-01,1,727.25,2704.1,8252.36,24999.67,10059.37
607,2018-12-02,1,753.29,2784.7,8333.83,25106.33,10632.49
608,2018-12-03,1,748.56,2790.37,8619.47,25826.43,10850.44
609,2018-12-04,1,749.84,2700.06,8363.02,25027.07,10374.07
610,2018-12-05,1,807.22,2884.05,8349.1,25126.41,10638.22
611,2018-12-06,1,749.34,2695.95,8343.42,24947.67,10358.7
612,2018-12-07,1,753.51,2633.08,8153.5,24388.95,9951.16
613,2018-12-08,1,818.21,2900.51,8798.44,26583.42,10433.45
614,2018-12-09,1,879.11,2979.39,9056.67,27147.08,10813.62
615,2018-12-10,1,755.49,2637.72,8147.31,24423.26,9876.54
616,2018-12-11,1,756.94,2636.78,8129.57,24370.24,9831.0
617,2018-12-12,1,753.54,2651.07,8155.06,24527.27,9833.81
618,2018-12-13,1,759.55,2650.54,8143.86,24597.38,9672.74
619,2018-12-14,1,757.85,2599.95,8010.05,24100.51,9514.11
620,2018-12-15,0,757.85,2599.95,8010.05,24100.51,9514.11
621,2018-12-16,0,757.85,2599.95,8010.05,24100.51,9514.11
622,2018-12-17,1,732.21,2545.94,7844.65,23592.98,9403.53
623,2018-12-18,1,728.05,2546.16,7862.88,23675.64,9445.47
624,2018-12-19,1,726.76,2506.96,7727.82,23323.66,9147.66
625,2018-12-20,1,729.42,2467.42,7616.5,22859.6,9029.94
626,2018-12-21,1,722.38,2416.62,7490.61,22445.37,8874.79
627,2018-12-22,0,722.38,2416.62,7490.61,22445.37,8874.79
628,2018-12-23,0,722.38,2416.62,7490.61,22445.37,8874.79
629,2018-12-24,1,692.0,2351.1,7261.5,21792.2,8637.15
630,2018-12-25,0,692.0,2351.1,7261.5,21792.2,8637.15
631,2018-12-26,1,703.51,2467.7,7592.6,22878.45,9102.12
632,2018-12-27,1,710.89,2488.83,7666.84,23138.82,9154.24
633,2018-12-28,1,711.94,2485.74,7643.97,23062.4,9109.13
634,2018-12-29,0,711.94,2485.74,7643.97,23062.4,9109.13
635,2018-12-30,0,711.94,2485.74,7643.97,23062.4,9109.13
636,2018-12-31,1,712.93,2506.85,7710.44,23327.46,9170.4
637,2019-01-01,0,712.93,2506.85,7710.44,23327.46,9170.4
638,2019-01-02,1,701.04,2510.03,7701.2,23346.24,9202.47
639,2019-01-03,1,701.55,2447.89,7504.21,22686.22,8881.49
640,2019-01-04,1,711.91,2531.94,7741.12,23433.16,9225.02
641,2019-01-05,0,711.91,2531.94,7741.12,23433.16,9225.02
642,2019-01-06,0,711.91,2531.94,7741.12,23433.16,9225.02
643,2019-01-07,1,704.45,2549.69,7763.19,23531.35,9296.23
644,2019-01-08,1,711.43,2574.41,7857.45,23787.45,9447.85
645,2019-01-09,1,707.29,2584.96,7897.68,23879.12,9583.25
646,2019-01-10,1,717.04,2596.64,7946.79,24001.92,9624.7
647,2019-01-11,1,713.86,2596.26,7940.44,23995.95,9625.25
648,2019-01-12,0,713.86,2596.26,7940.44,23995.95,9625.25
649,2019-01-13,0,713.86,2596.26,7940.44,23995.95,9625.25
650,2019-01-14,1,695.08,2582.61,7893.62,23909.84,9630.92
651,2019-01-15,1,701.69,2610.3,7919.1,24065.59,9557.7
652,2019-01-16,1,702.94,2616.1,7959.66,24207.16,9608.3
653,2019-01-17,1,705.47,2635.96,8027.7,24370.1,9756.75
654,2019-01-18,1,706.65,2670.71,8148.46,24706.35,10012.06
655,2019-01-19,0,706.65,2670.71,8148.46,24706.35,10012.06
656,2019-01-20,0,706.65,2670.71,8148.46,24706.35,10012.06
657,2019-01-21,0,706.65,2670.71,8148.46,24706.35,10012.06
658,2019-01-22,1,707.81,2632.9,8052.49,24404.48,9822.22
659,2019-01-23,1,714.97,2638.7,8079.77,24575.62,9734.92
660,2019-01-24,1,717.96,2642.33,8103.86,24553.24,9842.52
661,2019-01-25,1,708.2,2664.76,8137.99,24737.2,9921.78
662,2019-01-26,0,708.2,2664.76,8137.99,24737.2,9921.78
663,2019-01-27,0,708.2,2664.76,8137.99,24737.2,9921.78
664,2019-01-28,1,704.51,2643.85,8091.24,24528.22,9921.59
665,2019-01-29,1,707.15,2640.0,8115.68,24579.96,9967.32
666,2019-01-30,1,712.1,2681.05,8231.6,25014.86,10078.7
667,2019-01-31,1,727.25,2704.1,8252.36,24999.67,10059.37
668,2019-02-01,1,724.66,2706.53,8273.63,25063.89,10123.99
669,2019-02-02,0,724.66,2706.53,8273.63,25063.89,10123.99
670,2019-02-03,0,724.66,2706.53,8273.63,25063.89,10123.99
671,2019-02-04,1,726.32,2724.87,8328.22,25239.37,10208.61
672,2019-02-05,1,727.24,2737.7,8371.79,25411.52,10250.74
673,2019-02-06,1,726.3,2731.61,8361.56,25390.3,10229.89
674,2019-02-07,1,736.0,2706.05,8330.37,25169.53,10198.06
675,2019-02-08,1,739.86,2707.88,8320.88,25106.33,10177.03
676,2019-02-09,0,739.86,2707.88,8320.88,25106.33,10177.03
677,2019-02-10,0,739.86,2707.88,8320.88,25106.33,10177.03
678,2019-02-11,1,737.69,2709.8,8333.83,25053.11,10304.45
679,2019-02-12,1,739.24,2744.73,8437.87,25425.76,10445.27
680,2019-02-13,1,737.34,2753.03,8467.85,25543.27,10496.97
681,2019-02-14,1,735.43,2745.73,8453.13,25439.39,10537.63
682,2019-02-15,1,738.52,2775.6,8550.06,25883.25,10567.69
683,2019-02-16,0,738.52,2775.6,8550.06,25883.25,10567.69
684,2019-02-17,0,738.52,2775.6,8550.06,25883.25,10567.69
685,2019-02-18,0,738.52,2775.6,8550.06,25883.25,10567.69
686,2019-02-19,1,743.2,2779.76,8570.82,25891.32,10617.68
687,2019-02-20,1,745.94,2784.7,8589.99,25954.44,10627.49
688,2019-02-21,1,750.95,2774.88,8580.4,25850.63,10632.49
689,2019-02-22,1,757.24,2792.67,8618.16,26031.81,10593.05
690,2019-02-23,0,757.24,2792.67,8618.16,26031.81,10593.05
691,2019-02-24,0,757.24,2792.67,8618.16,26031.81,10593.05
692,2019-02-25,1,753.05,2796.11,8620.28,26091.95,10585.0
693,2019-02-26,1,753.29,2793.9,8606.03,26057.98,10546.47
694,2019-02-27,1,754.71,2792.38,8583.11,25985.16,10491.91
695,2019-02-28,1,756.34,2784.49,8567.61,25916.0,10467.22
696,2019-03-01,1,759.16,2803.69,8592.78,26026.32,10462.04
697,2019-03-02,0,759.16,2803.69,8592.78,26026.32,10462.04
698,2019-03-03,0,759.16,2803.69,8592.78,26026.32,10462.04
699,2019-03-04,1,761.44,2792.81,8544.2,25819.65,10399.73
700,2019-03-05,1,760.33,2789.65,8521.44,25806.63,10314.08
701,2019-03-06,1,760.09,2771.45,8484.29,25673.46,10261.16
702,2019-03-07,1,762.38,2748.93,8429.15,25473.23,10162.16
703,2019-03-08,1,765.3,2743.07,8420.47,25450.24,10116.86
704,2019-03-09,0,765.3,2743.07,8420.47,25450.24,10116.86
705,2019-03-10,0,765.3,2743.07,8420.47,25450.24,10116.86
706,2019-03-11,1,771.11,2783.3,8511.18,25650.88,10312.92
707,2019-03-12,1,776.35,2791.52,8491.46,25554.66,10261.53
708,2019-03-13,1,777.23,2810.92,8543.86,25702.89,10367.12
709,2019-03-14,1,776.63,2808.48,8539.52,25709.94,10345.54
710,2019-03-15,1,779.36,2822.48,8563.57,25848.87,10310.12
711,2019-03-16,0,779.36,2822.48,8563.57,25848.87,10310.12
712,2019-03-17,0,779.36,2822.48,8563.57,25848.87,10310.12
713,2019-03-18,1,776.77,2832.94,8593.47,25914.1,10414.36
714,2019-03-19,1,768.2,2832.57,8543.5,25887.38,10277.32
715,2019-03-20,1,770.92,2824.23,8492.88,25745.67,10143.26
716,2019-03-21,1,779.35,2854.88,8580.07,25962.51,10285.67
717,2019-03-22,1,784.26,2800.71,8451.46,25502.32,10052.3
718,2019-03-23,0,784.26,2800.71,8451.46,25502.32,10052.3
719,2019-03-24,0,784.26,2800.71,8451.46,25502.32,10052.3
720,2019-03-25,1,784.0,2798.36,8442.79,25516.83,10000.79
721,2019-03-26,1,789.51,2818.46,8502.52,25657.73,10107.41
